,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
Ravenclaw,-0.8342868695799076,0.7311675590307021,-0.8550713817514396,-1.1506644340036227,-0.4196430846030948,-2.718258297777227,-0.5668056694572148,0.07707196711612427,0.024546132899485786,-0.646361682337614,-0.015083130005012288,-1.650646032845873,-0.9090308397661331
Slytherin,0.3034016702220888,1.163165334543099,1.2381080920029501,-1.2588088771166155,2.9255972791415736,0.8313671323746867,0.3462971655381619,-0.4376469424813601,-0.38138675487650997,-0.6172515689908612,0.026257788993325495,1.8759481240582851,1.4302553318195546
Gryffindor,0.17439061582508145,0.2604454920009506,2.567267634065465,0.4125084040688904,-1.0253103620899817,-0.009471797165336497,-0.999320540909884,1.1709688953259847,0.10314898195079378,0.6489731033976048,0.14126654822491896,0.6903272591508973,-2.3906206556306024
Hufflepuff,0.21163885610601024,-0.08777661021096195,-1.9487675361724774,2.351731750681919,-0.5503114476234227,1.4328212813403773,0.2867237835631213,-0.774463716918,-0.0007105107256745591,0.4083387301683935,-0.06268680125479745,0.5430915389685443,1.767192097268599
